title	artist	genre	path	tempo	key
Supalonely (feat. Gus Dapperton)	Benee	Pop	/Volumes/Seagate/Music/Benee/Stella & Steve/02 Supalonely (feat. Gus Dapperton).mp3	129.0	G Maj
Satisfaction	Benny Benassi	Electronic	/Volumes/Seagate/Music/Benny Benassi/Hypnotica/01 Satisfaction.mp3	130.0	A min
Eastside	Halsey, Khalid, Benny Blanco	Pop	/Volumes/Seagate/Music/Benny Blanco/Friends Keep Secrets/01 Eastside.mp3	89.0	F# min
Roses (feat. Brendon Urie)	benny blanco & Juice WRLD	Pop	/Volumes/Seagate/Music/Benny Blanco/Friends Keep Secrets/02 Roses (feat. Brendon Urie).mp3	147.0	G# Maj
All Night	Big Boi	Hip Hop/Rap	/Volumes/Seagate/Music/Big Boi/Boomiverse/06 All Night.mp3	136.0	E Maj
Man's Not Hot	Big Shaq	Hip Hop/Rap	/Volumes/Seagate/Music/Big Shaq/Man's Not Hot/01 Man's Not Hot.mp3	135.0	C Maj
Boyfriend (feat. Snoop Dogg)	Big Time Rush	Pop	/Volumes/Seagate/Music/Big Time Rush/BTR/02 Boyfriend (feat. Snoop Dogg).mp3	83.0	F# min
Lovely Day	Bill Withers	Soul	/Volumes/Seagate/Music/Bill Withers/Menagerie/01 Lovely Day.mp3	98.0	A Maj
People Ain't Dancing (feat. Kah-Lo)	Billen Ted	Dance	/Volumes/Seagate/Music/Billen Ted/People Ain't Dancing/01 People Ain't Dancing (feat. Kah-Lo).mp3	125.0	F min
Uptown Girl	Billy Joel	Pop	/Volumes/Seagate/Music/Billy Joel/An Innocent Man/06 Uptown Girl.mp3	129.0	E Maj
Piano Man	Billy Joel	Rock	/Volumes/Seagate/Music/Billy Joel/Piano Man/02 Piano Man.mp3	178.0	C Maj
Movin' Out (Anthony's Song)	Billy Joel	Pop	/Volumes/Seagate/Music/Billy Joel/The Stranger/01 Movin' Out (Anthony's Song).mp3	134.0	D min
With Ease (feat. bbno$)	Billy Marchiafava	Hip Hop/Rap	/Volumes/Seagate/Music/Billy Marchiafava/BILLYY!!/05 With Ease (feat. bbno$).mp3	118.0	C# min
It's Beginning To Look Like Christmas	Bing Crosby	Holiday	/Volumes/Seagate/Music/Bing Crosby/White Christmas/It's Beginning To Look Like Christmas.mp3	NA	NA
Let's Get It Started (Spike Mix)	Black Eyed Peas	Dance	/Volumes/Seagate/Music/Black Eyed Peas/Let's Get It Started (Spike Mix)/01 Let's Get It Started (Spike Mix).mp3	105.0	D Maj
Pump It	Black Eyed Peas	Dance	/Volumes/Seagate/Music/Black Eyed Peas/Monkey Business/01 Pump It.mp3	154.0	C# min
Boom Boom Pow	Black Eyed Peas	Dance	/Volumes/Seagate/Music/Black Eyed Peas/The E.N.D_/01 Boom Boom Pow.mp3	130.0	A Maj
Rock That Body	Black Eyed Peas	Dance	/Volumes/Seagate/Music/Black Eyed Peas/The E.N.D_/03 Rock That Body.mp3	125.0	G min
I Gotta Feeling	Black Eyed Peas	Dance	/Volumes/Seagate/Music/Black Eyed Peas/The E.N.D_/05 I Gotta Feeling.mp3	128.0	G Maj
War Pigs	Black Sabbath	Rock	/Volumes/Seagate/Music/Black Sabbath/Paranoid/01 War Pigs.mp3	91.0	A Maj
Jus' Know	BlackMayo	Hip Hop/Rap	/Volumes/Seagate/Music/BlackMayo/Jus' Know/01 Jus' Know.mp3	130.0	G Maj
hot girl bummer	Blackbear	Hip Hop/Rap	/Volumes/Seagate/Music/Blackbear/BB6/01 hot girl bummer.mp3	130.0	F# min
Short Kings Anthem (feat. TMG)	Blackbear	Hip Hop/Rap	/Volumes/Seagate/Music/Blackbear/Short Kings Anthem/01 Short Kings Anthem (feat. TMG).mp3	NA	NA
Narco	BlasterJaxx & Timmy Trumpet	Electronic	/Volumes/Seagate/Music/BlasterJaxx & Timmy Trumpet/Narco/01 Narco.mp3	130.0	G# Maj
All The Small Things	Blink 182	Alternative	/Volumes/Seagate/Music/Blink 182/Enema Of The State/All The Small Things.mp3	148.0	C Maj
Bleed It	Blueface	Hip Hop/Rap	/Volumes/Seagate/Music/Blueface/Bleed It/01 Bleed It.mp3	102.0	C# min
Thotiana	Blueface	Hip Hop/Rap	/Volumes/Seagate/Music/Blueface/Famous Cryp/03 Thotiana.mp3	104.0	A# min
Obama (feat. DaBaby)	Blueface	Hip Hop/Rap	/Volumes/Seagate/Music/Blueface/Obama/01 Obama (feat. DaBaby).mp3	135.0	G min
Song 2	Blur	Alternative	/Volumes/Seagate/Music/Blur/Blur/02 Song 2.mp3	130.0	G# Maj
Natural Mystic	Bob Marley and the Wailers	Rock	/Volumes/Seagate/Music/Bob Marley and the Wailers/Exodus/01 Natural Mystic.mp3	156.0	A min
Could You Be Loved	Bob Marley and the Wailers 	Rock	/Volumes/Seagate/Music/Bob Marley and the Wailers/Legend/03 Could You Be Loved.mp3	103.0	C Maj
Three Little Birds	Bob Marley and the Wailers	Rock	/Volumes/Seagate/Music/Bob Marley and the Wailers/Legend/04 Three Little Birds.mp3	74.0	A Maj
Get Up, Stand Up	Bob Marley and the Wailers	Rock	/Volumes/Seagate/Music/Bob Marley and the Wailers/Legend/06 Get Up, Stand Up.mp3	148.0	F# min
Stir It Up	Bob Marley and the Wailers 	Rock	/Volumes/Seagate/Music/Bob Marley and the Wailers/Legend/07 Stir It Up.mp3	150.0	A Maj
I Shot The Sheriff	Bob Marley and the Wailers	Rock	/Volumes/Seagate/Music/Bob Marley and the Wailers/Legend/09 I Shot The Sheriff.mp3	97.0	G min
Waiting In Vain	Bob Marley and the Wailers	Rock	/Volumes/Seagate/Music/Bob Marley and the Wailers/Legend/10 Waiting In Vain.mp3	79.0	G# Maj
Exodus	Bob Marley and the Wailers	Rock	/Volumes/Seagate/Music/Bob Marley and the Wailers/Legend/13 Exodus.mp3	133.0	G Maj
Jamming	Bob Marley and the Wailers	Rock	/Volumes/Seagate/Music/Bob Marley and the Wailers/Legend/14 Jamming.mp3	84.0	B min
World Hold On [FISHER Rework] (feat. Steve Edwards)	Bob Sinclar	Dance	/Volumes/Seagate/Music/Bob Sinclar/World Hold On (FISHER Rework)/01 World Hold On [FISHER Rework] (feat. Steve Edwards).mp3	127.0	C# min
Jingle Bell Rock	Bobby Helms	Holiday	/Volumes/Seagate/Music/Bobby Helms/Jingle Bell Rock/01 Jingle Bell Rock.mp3	120.0	D Maj
You Give Love A Bad Name	Bon Jovi	Rock	/Volumes/Seagate/Music/Bon Jovi/Slippery When Wet/02 You Give Love A Bad Name.mp3	123.0	C min
Rasputin	Boney M.	Pop	/Volumes/Seagate/Music/Boney M_/The Greatest Hits Boney M_/05 Rasputin.mp3	126.0	F# min
The Great Escape	Boys Like Girls	Pop	/Volumes/Seagate/Music/Boys Like Girls/Boys Like Girls/01 The Great Escape.mp3	150.0	C# min
Duvet	Bôa	Easy Listening	/Volumes/Seagate/Music/Bôa/Twilight/01 Duvet.mp3	93.0	B min
Pick Up	Brandon ThaKidd	Hip Hop/Rap	/Volumes/Seagate/Music/Brandon ThaKidd/Vague/01 Pick Up.mp3	139.0	F min
In My Bag	Brayke	Hip Hop/Rap	/Volumes/Seagate/Music/Brayke/In My Bag/01 In My Bag.mp3	92.0	A Maj
Baggage (feat. Khaji Beats)	Breakfast Santana	Hip Hop/Rap	/Volumes/Seagate/Music/Breakfast Santana/Baggage/01 Baggage (feat. Khaji Beats).mp3	118.0	C Maj
Blackout	Breathe Carolina	Alternative	/Volumes/Seagate/Music/Breathe Carolina/Hell Is What You Make It/03 Blackout.mp3	123.0	F# Maj
Rockin' Around The Christmas Tree	Brenda Lee	Holiday	/Volumes/Seagate/Music/Brenda Lee/Rockin' Around The Christmas Tree/01 Rockin' Around The Christmas Tree.mp3	67.0	G# Maj
Trust	Brent Faiyaz	Blues/R&B	/Volumes/Seagate/Music/Brent Faiyaz/Lost/03 Trust.mp3	92.0	G# Maj
Dead Man Walking	Brent Faiyaz	Hip Hop/Rap	/Volumes/Seagate/Music/Brent Faiyaz/Wasteland/13 Dead Man Walking.mp3	144.0	A min
Romantique	Brigitte Bardot	World	/Volumes/Seagate/Music/Brigitte Bardot/L'etang/07 Romantique.mp3	114.0	G Maj
Toxic	Britney Spears	Pop	/Volumes/Seagate/Music/Britney Spears/In the Zone/06 Toxic.mp3	143.0	F min
24K Magic	Bruno Mars	Pop	/Volumes/Seagate/Music/Bruno Mars/24K Magic/01 24K Magic.mp3	107.0	C# Maj
That's What I Like	Bruno Mars	Pop	/Volumes/Seagate/Music/Bruno Mars/24K Magic/04 That's What I Like.mp3	134.0	C# Maj
Finesse (Remix) (feat. Cardi B)	Bruno Mars	Pop	/Volumes/Seagate/Music/Bruno Mars/24K Magic/08 Finesse (Remix) (feat. Cardi B).mp3	105.0	F min
Grenade	Bruno Mars	Pop	/Volumes/Seagate/Music/Bruno Mars/Doo-Wops & Hooligans/01 Grenade.mp3	110.0	D min
Just the Way You Are	Bruno Mars	Pop	/Volumes/Seagate/Music/Bruno Mars/Doo-Wops & Hooligans/02 Just the Way You Are.mp3	109.0	F Maj
Runaway Baby	Bruno Mars	Pop	/Volumes/Seagate/Music/Bruno Mars/Doo-Wops & Hooligans/04 Runaway Baby.mp3	164.0	A# min
The Lazy Song	Bruno Mars	Pop	/Volumes/Seagate/Music/Bruno Mars/Doo-Wops & Hooligans/05 The Lazy Song.mp3	175.0	G# min
Marry You	Bruno Mars	Pop	/Volumes/Seagate/Music/Bruno Mars/Doo-Wops & Hooligans/06 Marry You.mp3	145.0	A# Maj
Treasure	Bruno Mars	Pop	/Volumes/Seagate/Music/Bruno Mars/Unorthodox Jukebox/04 Treasure.mp3	116.0	F min
When I Was Your Man	Bruno Mars	Pop	/Volumes/Seagate/Music/Bruno Mars/Unorthodox Jukebox/06 When I Was Your Man.mp3	73.0	C Maj
winter wonderland (feat. Halo)	Bryson Tiller	Holiday	/Volumes/Seagate/Music/Bryson Tiller/A Different Christmas/07 winter wonderland (feat. Halo).mp3	122.0	C# Maj
Don't	Bryson Tiller	Hip Hop/Rap	/Volumes/Seagate/Music/Bryson Tiller/T R A P S O U L/05 Don't.mp3	97.0	B min
Everyday	Buddy Holly, Royal Philharmonic Orchestra	Pop	/Volumes/Seagate/Music/Buddy Holly, Royal Philharmonic Orchestra/True Love Ways/02 Everyday.mp3	159.0	G Maj
With My Hoe!	C2D	Hip Hop/Rap	/Volumes/Seagate/Music/C2D/With My Hoe!/01 With My Hoe!.mp3	140.0	A# Maj
Aria Math	C418	Soundtrack	/Volumes/Seagate/Music/C418/Minecraft - Volume Beta/13 Aria Math.mp3	168.0	E min
Everytime We Touch	CASCADA	Pop	/Volumes/Seagate/Music/CASCADA/Everytime We Touch/01 Everytime We Touch.mp3	142.0	G# Maj
Cafeteria (feat. Gunna)	CHASE B & Don Toliver	Hip Hop/Rap	/Volumes/Seagate/Music/CHASE B & Don Toliver/Cafeteria/01 Cafeteria (feat. Gunna).mp3	140.0	F# min
Wild Wild	Calboy	Hip Hop/Rap	/Volumes/Seagate/Music/Calboy/Long Live the Kings/03 Wild Wild.mp3	97.0	D# min
Chariot (feat. Meek Mill, Lil Durk, Young Thug)	Calboy	Hip Hop/Rap	/Volumes/Seagate/Music/Calboy/Wildboy/09 Chariot (feat. Meek Mill, Lil Durk, Young Thug).mp3	146.0	B min
We Found Love (feat. Rihanna)	Calvin Harris	Electronic	/Volumes/Seagate/Music/Calvin Harris/18 Months/04 We Found Love (feat. Rihanna).mp3	128.0	C# Maj
I Need Your Love (feat. Ellie Goulding)	Calvin Harris	Electronic	/Volumes/Seagate/Music/Calvin Harris/18 Months/08 I Need Your Love (feat. Ellie Goulding).mp3	125.0	G# Maj
Feel So Close	Calvin Harris	Dance	/Volumes/Seagate/Music/Calvin Harris/Feel So Close/01 Feel So Close.mp3	128.0	C Maj
Slide (feat. Migos)	Calvin Harris	Pop	/Volumes/Seagate/Music/Calvin Harris/Funk Wav Bounces Vol. 1/01 Slide (feat. Migos).mp3	104.0	C# min
Cash Out (feat. PARTYNEXTDOOR, ScHoolboy Q, Shelley FKA DRAM)	Calvin Harris	Pop	/Volumes/Seagate/Music/Calvin Harris/Funk Wav Bounces Vol. 1/02 Cash Out (feat. PARTYNEXTDOOR, ScHoolboy Q, Shelley FKA DRAM).mp3	95.0	E min
Heatstroke (feat. Ariana Grande, Young Thug, Pharrell Williams)	Calvin Harris	Pop	/Volumes/Seagate/Music/Calvin Harris/Funk Wav Bounces Vol. 1/03 Heatstroke (feat. Ariana Grande, Young Thug, Pharrell Williams).mp3	110.0	C min
Rollin (feat. Future, Khalid)	Calvin Harris	Pop	/Volumes/Seagate/Music/Calvin Harris/Funk Wav Bounces Vol. 1/04 Rollin (feat. Future, Khalid).mp3	92.0	F# min
Prayers Up (feat. Travis Scott, A-Trak)	Calvin Harris	Pop	/Volumes/Seagate/Music/Calvin Harris/Funk Wav Bounces Vol. 1/05 Prayers Up (feat. Travis Scott, A-Trak).mp3	86.0	A min
Holiday (feat. Snoop Dogg, John Legend, Takeoff)	Calvin Harris	Pop	/Volumes/Seagate/Music/Calvin Harris/Funk Wav Bounces Vol. 1/06 Holiday (feat. Snoop Dogg, John Legend, Takeoff).mp3	104.0	F# min
Skrt On Me (feat. Nicki Minaj)	Calvin Harris	Pop	/Volumes/Seagate/Music/Calvin Harris/Funk Wav Bounces Vol. 1/07 Skrt On Me (feat. Nicki Minaj).mp3	NA	NA
Feels (feat. Pharrell Williams, Katy Perry, Big Sean)	Calvin Harris	Pop	/Volumes/Seagate/Music/Calvin Harris/Funk Wav Bounces Vol. 1/08 Feels (feat. Pharrell Williams, Katy Perry, Big Sean).mp3	101.0	B min
Faking It (feat. Kehlani, Lil Yachty)	Calvin Harris	Pop	/Volumes/Seagate/Music/Calvin Harris/Funk Wav Bounces Vol. 1/09 Faking It (feat. Kehlani, Lil Yachty).mp3	120.0	A min
Hard to Love (feat. Jessie Reyez)	Calvin Harris	Pop	/Volumes/Seagate/Music/Calvin Harris/Funk Wav Bounces Vol. 1/10 Hard to Love (feat. Jessie Reyez).mp3	123.0	B Maj
New To You (feat. Normani, Tinashe, & Offset)	Calvin Harris	Pop	/Volumes/Seagate/Music/Calvin Harris/Funk Wav Bounces Vol. 2/06 New To You (feat. Normani, Tinashe, & Offset).mp3	96.0	F min
Day One (feat. Pharrell & Pusha T)	Calvin Harris	Pop	/Volumes/Seagate/Music/Calvin Harris/Funk Wav Bounces Vol. 2/14 Day One (feat. Pharrell & Pusha T).mp3	90.0	A min
Miracle [Mau P Remix] (feat. Ellie Goulding)	Calvin Harris	Dance	/Volumes/Seagate/Music/Calvin Harris/Miracle (Mau P Remix)/01 Miracle [Mau P Remix] (feat. Ellie Goulding).mp3	143.0	A Maj
Blame (feat. John Newman)	Calvin Harris	Dance	/Volumes/Seagate/Music/Calvin Harris/Motion/03 Blame (feat. John Newman).mp3	128.0	C min
Outside (feat. Ellie Goulding)	Calvin Harris	Dance	/Volumes/Seagate/Music/Calvin Harris/Motion/06 Outside (feat. Ellie Goulding).mp3	128.0	D min
Summer	Calvin Harris	Dance	/Volumes/Seagate/Music/Calvin Harris/Motion/08 Summer.mp3	128.0	E min
My Way	Calvin Harris	Dance	/Volumes/Seagate/Music/Calvin Harris/My Way/01 My Way.mp3	120.0	E min
Thinking About You (Hackett Edit)	Calvin Harris	Dance	/Volumes/Seagate/Music/Calvin Harris/Thinking About You (Hackett Edit)/01 Thinking About You (Hackett Edit).mp3	128.0	C min
How Deep Is Your Love	Calvin Harris, Disciples	Dance	/Volumes/Seagate/Music/Calvin Harris, Disciples/How Deep Is Your Love/01 How Deep Is Your Love.mp3	122.0	B min
One Kiss	Calvin Harris, Dua Lipa	Pop	/Volumes/Seagate/Music/Calvin Harris, Dua Lipa/One Kiss/01 One Kiss.mp3	124.0	A min
Miracle (Mau P Remix)	Calvin Harris, Ellie Goulding	Dance	/Volumes/Seagate/Music/Calvin Harris, Ellie Goulding/Miracle (Mau P Remix)/01 Miracle (Mau P Remix).mp3	143.0	A Maj
Going Up The Country	Canned Heat	Rock	/Volumes/Seagate/Music/Canned Heat/Living the Blues/04 Going Up The Country.mp3	80.0	F min
Gyalis	Capella Grey	Hip Hop/Rap	/Volumes/Seagate/Music/Capella Grey/Gyalis/01 Gyalis.mp3	96.0	G# Maj
Has To Be	CapzLock	Hip Hop/Rap	/Volumes/Seagate/Music/CapzLock/Has To Be/01 Has To Be.mp3	87.0	E Maj
I Like It (feat. Bad Bunny & J Balvin)	Cardi B	Hip Hop/Rap	/Volumes/Seagate/Music/Cardi B/Invasion of Privacy/I Like It (feat. Bad Bunny & J Balvin).mp3	136.0	F min
Hot Shower (feat. DaBaby, MadeinTYO)	Chance The Rapper	Hip Hop/Rap	/Volumes/Seagate/Music/Chance The Rapper/The Big Day/04 Hot Shower (feat. DaBaby, MadeinTYO).mp3	150.0	A Maj
No Problem (feat. 2 Chainz & Lil Wayne)	Chance the Rapper	Hip Hop/Rap	/Volumes/Seagate/Music/Chance the Rapper/Coloring Book/No Problem (feat. 2 Chainz & Lil Wayne).mp3	135.0	B min
Unlock It (feat. Kim Petras, Jay Park)	Charli XCX	Pop	/Volumes/Seagate/Music/Charli XCX/Pop 2/08 Unlock It (feat. Kim Petras, Jay Park).mp3	135.0	A Maj
Done For Me (feat. Kehlani)	Charlie Puth	Pop	/Volumes/Seagate/Music/Charlie Puth/Voicenotes/05 Done For Me (feat. Kehlani).mp3	112.0	F# min
BOY	Charlie Puth	Pop	/Volumes/Seagate/Music/Charlie Puth/Voicenotes/08 BOY.mp3	93.0	C# Maj
Consume (feat. Goon Des Garcons)	Chase Atlantic	Hip Hop/Rap	/Volumes/Seagate/Music/Chase Atlantic/Chase Atlantic/05 Consume (feat. Goon Des Garcons).mp3	146.0	A min
Swim	Chase Atlantic	Pop	/Volumes/Seagate/Music/Chase Atlantic/Chase Atlantic/06 Swim.mp3	120.0	G# Maj
Doses and Mimosas	Cherub	Dance	/Volumes/Seagate/Music/Cherub/MoM & DaD/08 Doses and Mimosas.mp3	115.0	F Maj
I Don't Like	Chief Keef	Hip Hop/Rap	/Volumes/Seagate/Music/Chief Keef/Back from the Dead/05 I Don't Like.mp3	132.0	F# min
Faneto	Chief Keef	Hip Hop/Rap	/Volumes/Seagate/Music/Chief Keef/Back from the Dead 2/04 Faneto.mp3	144.0	C# min
Love Sosa	Chief Keef	Hip Hop/Rap	/Volumes/Seagate/Music/Chief Keef/Finally Rich/01 Love Sosa.mp3	132.0	C min
Hate Bein' Sober (feat. 50 Cent & Wiz Khalifa)	Chief Keef	Hip Hop/Rap	/Volumes/Seagate/Music/Chief Keef/Finally Rich/05 Hate Bein' Sober (feat. 50 Cent & Wiz Khalifa).mp3	132.0	G# Maj
3005	Childish Gambino	Hip Hop/Rap	/Volumes/Seagate/Music/Childish Gambino/Because The Internet/09 3005.mp3	166.0	F# min
Redbone (feat. Kanye West) [Remix]	Childish Gambino	Hip Hop/Rap	/Volumes/Seagate/Music/Childish Gambino/Redbone (Remix)/01 Redbone (feat. Kanye West) [Remix].mp3	160.0	C# Maj
Sober	Childish Gambino	Hip Hop/Rap	/Volumes/Seagate/Music/Childish Gambino/STN MTN _ Kauai/12 Sober.mp3	98.0	C Maj
Feels Like Summer	Childish Gambino	Hip Hop/Rap	/Volumes/Seagate/Music/Childish Gambino/Summer Pack/02 Feels Like Summer.mp3	166.0	G Maj
Me and Your Mama	Childish Gambino	Blues/R&B	/Volumes/Seagate/Music/Childish Gambino/_Awaken, My Love!_/01 Me and Your Mama.mp3	118.0	F Maj
Redbone	Childish Gambino	Blues/R&B	/Volumes/Seagate/Music/Childish Gambino/_Awaken, My Love!_/06 Redbone.mp3	160.0	C# Maj
Party (feat. Usher & Gucci Mane)	Chris Brown	Hip Hop/Rap	/Volumes/Seagate/Music/Chris Brown/Heartbreak on a Full Moon/17 Party (feat. Usher & Gucci Mane).mp3	142.0	C# min
Iffy	Chris Brown	Hip Hop/Rap	/Volumes/Seagate/Music/Chris Brown/Iffy/01 Iffy.mp3	195.0	F# min
Pills & Automobiles (feat. Kodak Black, A Boogie wit da Hoodie, Yo Gotti)	Chris Brown	Hip Hop/Rap	/Volumes/Seagate/Music/Chris Brown/Pills & Automobiles/01 Pills & Automobiles (feat. Kodak Black, A Boogie wit da Hoodie, Yo Gotti).mp3	145.0	G min
Loyal (feat. Lil Wayne, Tyga)	Chris Brown	Hip Hop/Rap	/Volumes/Seagate/Music/Chris Brown/X/03 Loyal (feat. Lil Wayne, Tyga).mp3	99.0	A# min
In The Yuma (feat. Aatig)	Chris Lake	Electronic	/Volumes/Seagate/Music/Chris Lake/In The Yuma/01 In The Yuma (feat. Aatig).mp3	126.0	C# min
Turn Off The Lights (feat. Alexis Roberts)	Chris Lake	House	/Volumes/Seagate/Music/Chris Lake/Turn Off The Lights/01 Turn Off The Lights (feat. Alexis Roberts).mp3	125.0	B min
Turn Off The Lights (feat. Alexis Roberts) [Cloonee Remix]	Chris Lake	House	/Volumes/Seagate/Music/Chris Lake/Turn Off The Lights (Cloonee Remix)/01 Turn Off The Lights (feat. Alexis Roberts) [Cloonee Remix].mp3	125.0	B min
All Night Long	Chris Stussy	Electronic	/Volumes/Seagate/Music/Chris Stussy/All Night Long/01 All Night Long.mp3	133.0	F min
Sin City	Chrishan	Hip Hop/Rap	/Volumes/Seagate/Music/Chrishan/Sin City/01 Sin City.mp3	120.0	E Maj
Tubthumping	Chumbawamba	Alternative	/Volumes/Seagate/Music/Chumbawamba/Tubthumper/01 Tubthumping.mp3	101.0	D Maj
Rather Be (feat. Jess Glynne)	Clean Bandit	Pop	/Volumes/Seagate/Music/Clean Bandit/New Eyes/03 Rather Be (feat. Jess Glynne).mp3	121.0	B Maj
Rather Be (feat. Jess Glynne) (Cash Cash x Valley Remix)	Clean Bandit	Dance	/Volumes/Seagate/Music/Clean Bandit/Rather Be (Cash Cash x Valley Remix)/01 Rather Be (feat. Jess Glynne) (Cash Cash x Valley Remix).mp3	NA	NA
Rather Be (Lash Remix)	Clean Bandit	Dance	/Volumes/Seagate/Music/Clean Bandit/Rather Be (Lash Remix)/01 Rather Be (Lash Remix).mp3	121.0	B Maj
Symphony (feat.  Zara Larsson)	Clean Bandit	Pop	/Volumes/Seagate/Music/Clean Bandit/What Is Love_/01 Symphony (feat.  Zara Larsson).mp3	123.0	C min
Solo (feat. Demi Lovato)	Clean Bandit	Pop	/Volumes/Seagate/Music/Clean Bandit/What Is Love_/03 Solo (feat. Demi Lovato).mp3	105.0	B min
Rockabye (feat. Sean Paul & Anne-Marie)	Clean Bandit	Pop	/Volumes/Seagate/Music/Clean Bandit/What Is Love_/04 Rockabye (feat. Sean Paul & Anne-Marie).mp3	102.0	A min
Baiana (CloZee Remix)	CloZee	Dance	/Volumes/Seagate/Music/CloZee/Baiana (CloZee Remix)/01 Baiana (CloZee Remix).mp3	80.0	A# min
NO WAY!	Clubhouse	Pop	/Volumes/Seagate/Music/Clubhouse/Are We Going Too Slow_/04 NO WAY!.mp3	127.0	D min
You Make Me Feel (feat. Sabi)	Cobra Starship	Pop	/Volumes/Seagate/Music/Cobra Starship/Night Shades/02 You Make Me Feel (feat. Sabi).mp3	132.0	G min
You Make Me Feel (McDangles Mix)	Cobra Starship	House	/Volumes/Seagate/Music/Cobra Starship/You Make Me Feel (McDangles Mix)/01 You Make Me Feel (McDangles Mix).mp3	132.0	G min
Usopp	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/Benbow Crescent/04 Usopp.mp3	135.0	G min
On Me	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/Benbow Crescent/06 On Me.mp3	166.0	D Maj
Knicks	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/Benbow Crescent/08 Knicks.mp3	160.0	F# min
Sanji	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/Benbow Crescent/09 Sanji.mp3	164.0	C# Maj
Hatchback	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/Benbow Crescent/18 Hatchback.mp3	78.0	D min
Breakfast	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/Breakfast/01 Breakfast.mp3	153.0	A min
Dig Me Freestyle	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/Dig Me Freestyle/01 Dig Me Freestyle.mp3	160.0	D Maj
Do It Again	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/Do It Again/01 Do It Again.mp3	146.0	D Maj
Do It Again	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/Do It Again/Do It Again.mp3	146.0	D Maj
Hollow	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/Hijack/03 Hollow.mp3	155.0	F# Maj
Pocket Rocket	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/Pocket Rocket/01 Pocket Rocket.mp3	161.0	D min
Redhead	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/Redhead/01 Redhead.mp3	80.0	F# min
Stars	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/Stars/01 Stars.mp3	76.0	C min
Tell Em (feat. $NOT)	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/Tell Em/01 Tell Em (feat. $NOT).mp3	158.0	F Maj
Mr. Professor	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/The Inspection/01 Mr. Professor.mp3	76.0	C min
Megaman	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/The Inspection/02 Megaman.mp3	136.0	C# min
Turn It Up	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/The Inspection/05 Turn It Up.mp3	160.0	D Maj
Jet Flex	Cochise	Hip Hop/Rap	/Volumes/Seagate/Music/Cochise/The Inspection/10 Jet Flex.mp3	148.0	C min
Bubbly	Colbie Caillat	Pop	/Volumes/Seagate/Music/Colbie Caillat/Coco/04 Bubbly.mp3	128.0	A Maj
Hymn for the Weekend (feat. Beyoncé)	Coldplay	Pop	/Volumes/Seagate/Music/Coldplay/A Head Full Of Dreams/03 Hymn for the Weekend (feat. Beyoncé).mp3	90.0	C min
Adventure of a Lifetime	Coldplay	Pop	/Volumes/Seagate/Music/Coldplay/A Head Full Of Dreams/05 Adventure of a Lifetime.mp3	112.0	G Maj
A Sky Full of Stars	Coldplay	Pop	/Volumes/Seagate/Music/Coldplay/Ghost Stories/08 A Sky Full of Stars.mp3	125.0	F# Maj
Paradise	Coldplay	Pop	/Volumes/Seagate/Music/Coldplay/Mylo Xyloto/03 Paradise.mp3	140.0	F Maj
Viva La Vida	Coldplay	Pop	/Volumes/Seagate/Music/Coldplay/Viva la Vida or Death and All His Friends/07 Viva La Vida.mp3	138.0	F min
Walk	Comethazine	Hip Hop/Rap	/Volumes/Seagate/Music/Comethazine/Bawskee/01 Walk.mp3	160.0	C# Maj
Hella Choppers (Remix)	Comethazine	Hip Hop/Rap	/Volumes/Seagate/Music/Comethazine/Hella Choppers/01 Hella Choppers (Remix).mp3	130.0	C# min
Danger	Migos, Marshmello	Hip Hop/Rap	/Volumes/Seagate/Music/Compilations/Bright_ The Album/05 Danger.mp3	108.0	A Maj
Life is a Highway	Rascal Flatts	Soundtrack	/Volumes/Seagate/Music/Compilations/Cars/03 Life is a Highway.mp3	103.0	F Maj
Zat You Santa Claus?	Ingrid Lucia	Holiday	/Volumes/Seagate/Music/Compilations/Christmas Gumbo/15 Zat You Santa Claus_.mp3	NA	NA
Can't Take My Eyes Off You	"Morten Harket
"	Soundtrack	/Volumes/Seagate/Music/Compilations/Coneheads/05 Can't Take My Eyes Off You.mp3	0.0	
